,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_hgm_conus117_250m_tif_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,NegSite_Distance,PosSite_Distance,id,col1,geometry
386,R1662C875,1662,875,-187324.5258,1824870.1753636356,1,4.127517,4.2202888,2.9879456,2.8769655,3.8027096,1274,301.5183,2040.3,1666.2,1120.6,1565.9,1016.8,873.1,5250.8,2283.1,1519.3,-140.07385,-165.15051,-211.55408,1414.9745,1440.0511,1486.4547,33.2,1.3,22.8,-4.28205,88.870224,90.19621,88.93686,216,834.6,786.3,799.4,1893.5,1013.9,1000.6,488.6,556.6,589.5,9.887464e-06,164.66536,3716.517,51456.9,58164.637,1118.0339,345650.94,1118.0339,-7.803644,18531.86,353.5534,0,WalkerLane,POINT (-187324.5257588717 1824870.1753636356)
387,R1662C876,1662,876,-187074.5258,1824870.1753636356,1,4.127517,4.2202888,2.9879456,2.8769655,3.8027096,1272,301.5183,2040.3,1666.2,1120.6,1565.9,1016.8,873.1,5250.8,2283.1,1519.3,-137.79443,-163.13257,-210.00073,1412.9827,1438.3208,1485.189,33.2,1.3,22.8,-4.28205,88.88283,90.202866,88.9484,216,834.6,786.3,799.4,1893.5,1013.9,1000.6,488.6,556.6,589.5,9.887464e-06,164.66536,3952.8472,51676.88,58219.95,1060.6602,345511.4,1060.6602,-7.8138156,18282.281,559.01697,0,WalkerLane,POINT (-187074.5257588717 1824870.1753636356)
395,R1663C872,1663,872,-188074.5258,1824620.1753636356,1,4.127517,4.2202888,2.9879456,2.8769655,3.8027096,1273,379.53793,2040.3,1666.2,1120.6,1565.9,1016.8,873.1,5250.8,2283.1,1519.3,-145.91406,-170.21326,-215.22375,1420.9576,1445.2568,1490.2673,33.2,1.3,22.8,-6.388864,88.804184,90.15233,88.88611,216,834.6,786.3,799.4,1893.5,1013.9,1000.6,488.6,556.6,589.5,1.4572819e-05,163.10373,3132.491,50678.52,57760.28,790.5694,346277.44,790.5694,-7.6387777,19298.123,707.1068,0,WalkerLane,POINT (-188074.5257588717 1824620.1753636356)
396,R1663C873,1663,873,-187824.5258,1824620.1753636356,1,4.127517,4.2202888,2.9879456,2.8769655,3.8027096,1272,379.53793,2040.3,1666.2,1120.6,1565.9,1016.8,873.1,5250.8,2283.1,1519.3,-146.0094,-170.73767,-216.41785,1418.6998,1443.4281,1489.1083,33.2,1.3,22.8,-6.388864,88.81684,90.15918,88.89766,216,834.6,786.3,799.4,1893.5,1013.9,1000.6,488.6,556.6,589.5,1.4572819e-05,163.10373,3354.102,50898.184,57812.74,750,346137.62,750,-7.6515923,19048.732,559.01697,0,WalkerLane,POINT (-187824.5257588717 1824620.1753636356)
397,R1663C874,1663,874,-187574.5258,1824620.1753636356,1,4.127517,4.2202888,2.9879456,2.8769655,3.8027096,1272,301.5183,2040.3,1666.2,1120.6,1565.9,1016.8,873.1,5250.8,2283.1,1519.3,-143.23914,-168.22559,-214.37097,1416.7015,1441.688,1487.8334,33.2,1.3,22.8,-4.28205,88.82954,90.16603,88.90926,217,834.6,786.3,799.4,1893.5,1013.9,1000.6,488.6,556.6,589.5,9.887464e-06,164.66536,3579.4553,51118.12,57866.227,790.5694,345997.94,790.5694,-7.6906176,18799.36,500,0,WalkerLane,POINT (-187574.5257588717 1824620.1753636356)
398,R1663C875,1663,875,-187324.5258,1824620.1753636356,1,4.127517,4.2202888,2.9879456,2.8769655,3.8027096,1271,301.5183,2040.3,1666.2,1120.6,1565.9,1016.8,873.1,5250.8,2283.1,1519.3,-143.51404,-168.79846,-215.3794,1415.4454,1440.7299,1487.3108,33.2,1.3,22.8,-4.28205,88.84226,90.17287,88.92092,217,834.6,786.3,799.4,1893.5,1013.9,1000.6,488.6,556.6,589.5,9.887464e-06,164.66536,3807.8865,51338.34,57920.742,901.3878,345858.34,901.3878,-7.7495885,18550.002,559.01697,0,WalkerLane,POINT (-187324.5257588717 1824620.1753636356)
399,R1663C876,1663,876,-187074.5258,1824620.1753636356,1,4.127517,4.2202888,2.9879456,2.8769655,3.8027096,1270,301.5183,2040.3,1666.2,1120.6,1565.9,1016.8,873.1,5250.8,2283.1,1519.3,-141.16833,-166.71155,-213.75806,1413.4464,1438.9896,1486.0361,33.2,1.3,22.8,-4.28205,88.85503,90.179695,88.932625,217,834.6,786.3,799.4,1893.5,1013.9,1000.6,488.6,556.6,589.5,9.887464e-06,164.66536,4038.8735,51558.824,57976.29,1060.6602,345718.9,1060.6602,-7.815802,18300.66,707.1068,0,WalkerLane,POINT (-187074.5257588717 1824620.1753636356)
415,R1672C682,1672,682,-235574.5258,1822370.1753636356,1,4.967076,4.2501507,3.495949,2.340596,3.904627,1452,84.5426,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-330.865,-320.06653,-285.55078,1786.4208,1775.6223,1741.1066,49.6,8,31.2,-22.323105,83.87308,85.65972,83.134056,232,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.2436901e-05,46.57264,3132.491,13231.118,31674.121,0,376652.53,0,-5.380959,35038.047,707.1068,0,WalkerLane,POINT (-235574.5257588717 1822370.1753636356)
416,R1672C683,1672,683,-235324.5258,1822370.1753636356,1,4.967076,4.2501507,3.495949,2.340596,3.904627,1465,84.5426,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-324.53406,-314.4607,-280.60388,1783.9353,1773.8619,1740.0051,49.6,8,31.2,-22.323105,83.89357,85.67928,83.15236,237,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.2436901e-05,46.57264,3354.102,13327.603,31726.37,250,376492.44,250,-6.0040054,35195.56,559.01697,0,WalkerLane,POINT (-235324.5257588717 1822370.1753636356)
417,R1672C684,1672,684,-235074.5258,1822370.1753636356,1,4.967076,4.2501507,3.495949,2.340596,3.904627,1452,84.5426,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-333.86072,-324.6577,-291.34155,1781.1996,1771.9966,1738.6804,49.6,8,31.2,-22.323105,83.913055,85.69752,83.16959,203,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.2436901e-05,46.57264,3500,13428.049,31780.498,0,376332.47,0,-5.255575,35353.87,500,0,WalkerLane,POINT (-235074.5257588717 1822370.1753636356)
418,R1672C685,1672,685,-234824.5258,1822370.1753636356,1,4.967076,4.2501507,3.495949,2.340596,3.904627,1433,84.5426,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-338.4203,-329.9917,-297.1975,1778.5579,1770.1293,1737.3351,49.6,8,31.2,-22.323105,83.931526,85.7144,83.185745,203,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.2436901e-05,46.57264,3250,13532.368,31836.496,0,376172.6,0,-5.1553564,35512.97,559.01697,0,WalkerLane,POINT (-234824.5257588717 1822370.1753636356)
419,R1672C686,1672,686,-234574.5258,1822370.1753636356,1,4.967076,4.2501507,3.495949,2.340596,3.904627,1422,88.28995,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-357.50037,-349.61914,-317.4569,1776.2393,1768.358,1736.1958,49.6,8,31.2,-23.356817,83.94897,85.72991,83.2008,210,1980,2417.8,3114.6,2361.8,3829.4,4961.3,1928.2,1994.6,1261.1,1.9177507e-05,-22.603655,3000,13640.473,31894.357,0,376012.8,0,-4.983075,35672.832,707.1068,0,WalkerLane,POINT (-234574.5257588717 1822370.1753636356)
422,R1673C682,1673,682,-235574.5258,1822120.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1469,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-326.01355,-314.91797,-280.63354,1786.9315,1775.8359,1741.5515,49.6,8,31.2,-20.70688,83.83917,85.62271,83.098854,234,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.2436901e-05,-30.28361,3020.7615,13462.912,31918.842,0,376844.53,0,-5.3562098,34843.242,559.01697,0,WalkerLane,POINT (-235574.5257588717 1822120.1753636356)
423,R1673C683,1673,683,-235324.5258,1822120.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1474,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-323.7251,-313.50757,-279.7699,1784.1838,1773.9663,1740.2286,49.6,8,31.2,-20.70688,83.85977,85.642395,83.11727,233,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.2436901e-05,-30.28361,3250,13557.747,31970.69,0,376684.56,0,-5.303372,35001.418,353.5534,0,WalkerLane,POINT (-235324.5257588717 1822120.1753636356)
424,R1673C684,1673,684,-235074.5258,1822120.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1444,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-307.98035,-298.0592,-264.71533,1783.0562,1773.135,1739.7911,49.6,8,31.2,-20.70688,83.879364,85.66075,83.13462,185,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.2436901e-05,-30.28361,3482.0972,13656.5,32024.404,250,376524.66,250,-5.921605,35160.387,250,0,WalkerLane,POINT (-235074.5257588717 1822120.1753636356)
425,R1673C685,1673,685,-234824.5258,1822120.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1430,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-340.12427,-331.0321,-298.22546,1780.3566,1771.2644,1738.4578,49.6,8,31.2,-20.70688,83.89795,85.677765,83.15089,205,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.2436901e-05,-30.28361,3259.6013,13759.088,32079.979,250,376364.84,250,-5.83615,35320.13,353.5534,0,WalkerLane,POINT (-234824.5257588717 1822120.1753636356)
426,R1673C686,1673,686,-234574.5258,1822120.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1424,27.079096,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-353.6421,-345.10547,-312.93774,1778.0248,1769.4882,1737.3204,49.6,8,31.2,-21.10365,83.9155,85.693405,83.16606,218,1980,2417.8,3114.6,2361.8,3829.4,4961.3,1928.2,1994.6,1261.1,1.9177507e-05,-93.35426,3010.3987,13865.425,32137.4,250,376205.16,250,-5.663825,35480.625,559.01697,0,WalkerLane,POINT (-234574.5257588717 1822120.1753636356)
430,R1674C682,1674,682,-235574.5258,1821870.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1478,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-307.46826,-295.6349,-261.307,1788.8186,1776.9852,1742.6573,49.6,8,31.2,-20.70688,83.80511,85.585526,83.06351,198,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,2926.175,13695.346,32163.645,250,377036.62,250,-6.016519,34648.984,500,0,WalkerLane,POINT (-235574.5257588717 1821870.1753636356)
431,R1674C683,1674,683,-235324.5258,1821870.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1454,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-321.71606,-310.77063,-276.99744,1786.0557,1775.1102,1741.337,49.6,8,31.2,-20.70688,83.82581,85.60533,83.08204,201,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3162.2776,13788.582,32215.098,250,376876.72,250,-5.951231,34807.816,250,0,WalkerLane,POINT (-235324.5257588717 1821870.1753636356)
432,R1674C684,1674,684,-235074.5258,1821870.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1446,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-334.2743,-324.0735,-290.97485,1783.5398,1773.339,1740.2404,49.6,8,31.2,-20.70688,83.84552,85.62382,83.0995,216,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3400.3677,13885.694,32268.406,353.5534,376716.9,353.5534,-6.0334845,34967.438,0,0,WalkerLane,POINT (-235074.5257588717 1821870.1753636356)
433,R1674C685,1674,685,-234824.5258,1821870.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1435,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-346.15125,-336.74927,-304.1875,1780.8645,1771.4625,1738.9008,49.6,8,31.2,-20.70688,83.864204,85.64095,83.11589,216,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3288.2366,13986.601,32323.559,353.5534,376557.2,353.5534,-6.0887947,35127.82,250,0,WalkerLane,POINT (-234824.5257588717 1821870.1753636356)
434,R1674C686,1674,686,-234574.5258,1821870.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1431,27.079096,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-349.40222,-340.5641,-308.64807,1778.5194,1769.6813,1737.7653,49.6,8,31.2,-21.10365,83.88187,85.65672,83.13118,223,1980,2417.8,3114.6,2361.8,3829.4,4961.3,1928.2,1994.6,1261.1,1.4424159e-05,-93.35426,3041.3813,14091.221,32380.549,250,376397.56,250,-6.003498,35288.95,500,0,WalkerLane,POINT (-234574.5257588717 1821870.1753636356)
438,R1675C682,1675,682,-235574.5258,1821620.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1490,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-313.34973,-301.2229,-267.12915,1789.3237,1777.1969,1743.1031,49.6,8,31.2,-20.70688,83.77089,85.548164,83.02802,185,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,2850.4385,13928.389,32408.525,353.5534,377228.78,353.5534,-6.1517296,34455.27,559.01697,0,WalkerLane,POINT (-235574.5257588717 1821620.1753636356)
439,R1675C683,1675,683,-235324.5258,1821620.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1467,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-334.2539,-323.0227,-289.48987,1786.5487,1775.3175,1741.7847,49.6,8,31.2,-20.70688,83.791695,85.56809,83.04667,221,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3092.329,14020.075,32459.59,500,377068.97,500,-6.2609525,34614.758,353.5534,0,WalkerLane,POINT (-235324.5257588717 1821620.1753636356)
440,R1675C684,1675,684,-235074.5258,1821620.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1473,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-317.86694,-307.39026,-274.53992,1784.0176,1773.5409,1740.6906,49.6,8,31.2,-20.70688,83.81151,85.5867,83.06425,225,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3335.416,14115.594,32512.498,500,376909.22,500,-6.2291746,34775.023,250,0,WalkerLane,POINT (-235074.5257588717 1821620.1753636356)
441,R1675C685,1675,685,-234824.5258,1821620.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1451,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-325.849,-315.77905,-283.20093,1782.6704,1772.6005,1740.0223,49.6,8,31.2,-20.70688,83.83031,85.603966,83.08076,217,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3335.416,14214.869,32567.238,250,376749.6,250,-6.170493,34936.047,353.5534,0,WalkerLane,POINT (-234824.5257588717 1821620.1753636356)
442,R1675C686,1675,686,-234574.5258,1821620.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1444,27.079096,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-340.4054,-331.05774,-299.00635,1780.0653,1770.7177,1738.6663,49.6,8,31.2,-21.10365,83.848076,85.619865,83.09617,234,1980,2417.8,3114.6,2361.8,3829.4,4961.3,1928.2,1994.6,1261.1,1.4424159e-05,-93.35426,3092.329,14317.821,32623.803,0,376590.03,0,-5.850605,35097.8,559.01697,0,WalkerLane,POINT (-234574.5257588717 1821620.1753636356)
445,R1676C682,1676,682,-235574.5258,1821370.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1509,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-266.943,-254.07312,-219.93176,1791.219,1778.3491,1744.2078,49.6,10.8,29.4,-20.70688,83.7365,85.51063,82.9924,193,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,2795.085,14162.009,32413.346,559.01697,377421.03,559.01697,-6.3419037,34262.098,707.1068,0,WalkerLane,POINT (-235574.5257588717 1821370.1753636356)
446,R1676C683,1676,683,-235324.5258,1821370.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1500,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-288.31445,-276.34998,-242.77734,1788.4288,1776.4644,1742.8917,49.6,10.8,29.4,-20.70688,83.75742,85.530685,83.011154,221,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3041.3813,14252.192,32662.096,559.01697,377261.25,559.01697,-6.3701124,34422.242,559.01697,0,WalkerLane,POINT (-235324.5257588717 1821370.1753636356)
447,R1676C684,1676,684,-235074.5258,1821370.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1491,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-287.0537,-275.85327,-242.97083,1785.8828,1774.6824,1741.7999,49.6,10.8,29.4,-20.70688,83.77735,85.549416,83.028854,222,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3288.2366,14346.167,32756.678,353.5534,377101.62,353.5534,-6.3096466,34583.152,500,0,WalkerLane,POINT (-235074.5257588717 1821370.1753636356)
448,R1676C685,1676,685,-234824.5258,1821370.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1475,33.22357,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-295.69702,-285.3203,-252.98962,1783.1735,1772.7968,1740.4661,49.6,10.8,29.4,-20.70688,83.79626,85.5668,83.04548,214,2591,2445.2,3309.1,2588,4336.4,5326.9,1891.7,2184.6,1315.6,2.0613244e-05,-30.28361,3400.3677,14443.856,32811.01,250,376942.06,250,-6.2879505,34744.805,559.01697,0,WalkerLane,POINT (-234824.5257588717 1821370.1753636356)
449,R1676C686,1676,686,-234574.5258,1821370.1753636356,1,4.803833,4.2501507,3.495949,2.340596,3.904627,1463,27.079096,38670.3,10831.1,6414.9,22197,8708.5,5830.9,52802,13218.7,7150.2,-335.2317,-325.58398,-293.78552,1780.5576,1770.9099,1739.1115,49.6,10.8,29.4,-21.10365,83.81413,85.58283,83.06101,234,1980,2417.8,3114.6,2361.8,3829.4,4961.3,1928.2,1994.6,1261.1,1.4424159e-05,-93.35426,3162.2776,14545.188,32867.156,0,376782.6,0,-5.9900045,34907.184,707.1068,0,WalkerLane,POINT (-234574.5257588717 1821370.1753636356)
464,R1742C591,1742,591,-258324.5258,1804870.1753636356,1,4.483384,4.1799107,3.6563468,4.5985913,3.8277605,1899,14.8633995,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-136.8175,-63.107544,78.41016,2034.3676,1960.6576,1819.1399,36.4,3.9,24.4,-22.842173,76.53741,77.58862,75.805466,220,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,2.1490197e-05,257.63257,2061.5527,24931.154,7267.2207,2704.1636,404711.7,2061.5527,-7.2379932,9000,707.1068,0,WalkerLane,POINT (-258324.5257588717 1804870.1753636356)
465,R1742C592,1742,592,-258074.5258,1804870.1753636356,1,4.483384,4.1799107,3.587515,3.6497629,3.8277605,1899,14.8633995,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-135.45764,-61.886353,78.13684,2033.0415,1959.4702,1819.447,38.6,7.1,24.9,-22.842173,76.58918,77.64491,75.85791,222,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,2.1490197e-05,257.63257,1820.0275,24682.99,7516.648,2573.9075,404548.66,1820.0275,-7.200218,9013.154,559.01697,0,WalkerLane,POINT (-258074.5257588717 1804870.1753636356)
466,R1742C593,1742,593,-257824.5258,1804870.1753636356,1,4.483384,4.1799107,3.587515,3.6497629,3.831712,1903,14.8633995,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-121.84326,-48.64978,89.619995,2031.4161,1958.2227,1819.9529,38.6,7.1,24.9,-22.842173,76.64138,77.701775,75.91075,232,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,2.1490197e-05,257.63257,1581.1388,24434.863,7766.1123,2462.2144,404385.72,1581.1388,-7.1531315,9034.307,500,0,WalkerLane,POINT (-257824.5257588717 1804870.1753636356)
467,R1742C594,1742,594,-257574.5258,1804870.1753636356,1,4.483384,4.1799107,3.587515,3.6497629,3.831712,2018,21.138758,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-48.55835,24.500122,161.27563,2030.0913,1957.0328,1820.2573,38.6,7.1,24.9,-22.77273,76.69399,77.759186,75.96396,190,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,1.4703392e-05,243.2322,1346.2913,24186.773,8015.61,2371.7083,404222.88,1346.2913,-7.095067,9062.779,559.01697,0,WalkerLane,POINT (-257574.5257588717 1804870.1753636356)
468,R1742C595,1742,595,-257324.5258,1804870.1753636356,1,4.483384,4.1799107,3.587515,3.6497629,3.831712,2111,21.138758,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,87.51196,160.18713,295.20898,2028.4641,1955.789,1820.7671,38.6,7.1,24.9,-22.77273,76.747,77.81713,76.01752,145,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,1.4703392e-05,243.2322,1118.0339,23938.725,8265.138,2304.8862,404060.1,1118.0339,-7.0238523,9098.194,707.1068,0,WalkerLane,POINT (-257324.5257588717 1804870.1753636356)
471,R1743C591,1743,591,-258324.5258,1804620.1753636356,1,4.483384,4.1799107,3.6563468,4.5985913,3.8277605,1899,14.8633995,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-136.15515,-62.99536,77.99341,2033.7052,1960.5454,1819.5566,36.4,3.9,24.4,-22.842173,76.48394,77.53228,75.75246,220,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,2.1490197e-05,257.63257,2136.001,24902.309,7254.309,2915.4758,404901.22,2136.001,-7.255624,8750,559.01697,0,WalkerLane,POINT (-258324.5257588717 1804620.1753636356)
472,R1743C592,1743,592,-258074.5258,1804620.1753636356,1,4.483384,4.1799107,3.587515,3.6497629,3.8277605,1899,14.8633995,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-134.8534,-61.808105,77.69116,2032.4034,1959.3582,1819.8589,38.6,7.1,24.9,-22.842173,76.535835,77.588684,75.805016,220,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,2.1490197e-05,257.63257,1903.9432,24653.854,7504.1655,2795.085,404738.25,1903.9432,-7.2221303,8763.501,353.5534,0,WalkerLane,POINT (-258074.5257588717 1804620.1753636356)
473,R1743C593,1743,593,-257824.5258,1804620.1753636356,1,4.483384,4.1799107,3.587515,3.6497629,3.831712,1899,14.8633995,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-132.77576,-60.1073,78.378784,2031.3878,1958.7194,1820.2333,38.6,7.1,24.9,-22.842173,76.58816,77.64565,75.85796,224,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,2.1490197e-05,257.63257,1677.051,24405.43,7754.0312,2692.5825,404575.4,1677.051,-7.181987,8785.203,250,0,WalkerLane,POINT (-257824.5257588717 1804620.1753636356)
474,R1743C594,1743,594,-257574.5258,1804620.1753636356,1,4.483384,4.1799107,3.587515,3.6497629,3.831712,1983,21.138758,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-87.07251,-14.515991,122.48035,2030.0873,1957.5308,1820.5344,38.6,7.1,24.9,-22.77273,76.6409,77.70317,75.91128,157,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,1.4703392e-05,243.2322,1457.7379,24157.04,8003.9053,2610.0767,404412.62,1457.7379,-7.133754,8814.406,353.5534,0,WalkerLane,POINT (-257574.5257588717 1804620.1753636356)
475,R1743C595,1743,595,-257324.5258,1804620.1753636356,1,4.483384,4.1799107,3.587515,3.6497629,3.831712,2006,21.138758,4931.6,29389,13119,8644.3,25791.1,6978.4,4655.6,19686.8,19216.1,-56.96338,15.151367,150.39062,2028.4171,1956.3024,1821.0631,38.6,7.1,24.9,-22.77273,76.69403,77.76122,75.96495,103,8108.8,3807.9,4143.8,8945.6,10536.8,5527.2,3164.7,2422.2,1699.2,1.4703392e-05,243.2322,1250,23908.68,8253.787,2549.5098,404249.94,1250,-7.07834,8850.715,559.01697,0,WalkerLane,POINT (-257324.5257588717 1804620.1753636356)
