,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_hgm_conus117_250m_tif_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,NegSite_Distance,PosSite_Distance,id,col1,geometry
587,R1779C590,1779,590,-258574.5258,1795620.1753636356,1,4.196253,4.1706963,3.2330663,2.8841445,3.8197706,1899,13.2343,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-122.06262,-71.30737,63.55005,2019.6127,1968.8574,1834,34.8,4.9,22.4,-26.861502,74.42627,75.361374,73.712845,220,2258.9,1855.4,2383.6,2217.9,3168.5,3627.2,1327.5,1216.8,1412.2,1.738074e-05,5.684594,1802.7756,23505.318,6010.4077,4279.3105,411927.25,1802.7756,-7.2689524,353.5534,8782.084,0,WalkerLane,POINT (-258574.5257588717 1795620.1753636356)
588,R1779C591,1779,591,-258324.5258,1795620.1753636356,1,4.196253,4.1706963,3.2330663,2.8841445,3.8197706,1899,13.2343,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-120.4043,-70.4032,63.109253,2017.9543,1967.9532,1834.4408,34.8,4.9,22.4,-26.861502,74.48233,75.42126,73.76914,220,2258.9,1855.4,2383.6,2217.9,3168.5,3627.2,1327.5,1216.8,1412.2,1.738074e-05,5.684594,1952.5624,23255.375,6250,4527.6924,411766.94,1952.5624,-7.3245935,250,8764.274,0,WalkerLane,POINT (-258324.5257588717 1795620.1753636356)
589,R1779C592,1779,592,-258074.5258,1795620.1753636356,1,4.196253,4.1706963,3.1905203,2.535694,3.8197706,1899,13.2343,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-119.19995,-69.996216,62.579956,2016.75,1967.5463,1834.9701,37,6.6,23,-26.861502,74.538795,75.481674,73.82581,220,2258.9,1855.4,2383.6,2217.9,3168.5,3627.2,1327.5,1216.8,1412.2,1.738074e-05,5.684594,1820.0275,23005.434,6490.3774,4776.243,411606.7,1820.0275,-7.306611,353.5534,8753.57,0,WalkerLane,POINT (-258074.5257588717 1795620.1753636356)
590,R1779C593,1779,593,-257824.5258,1795620.1753636356,1,4.196253,4.1706963,3.1905203,2.535694,3.8187702,1899,13.2343,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-117.543945,-69.089966,62.139893,2015.094,1966.64,1835.4102,37,6.6,23,-26.861502,74.59566,75.542595,73.88283,220,2258.9,1855.4,2383.6,2217.9,3168.5,3627.2,1327.5,1216.8,1412.2,1.738074e-05,5.684594,1581.1388,22755.494,6731.456,5024.938,411446.53,1581.1388,-7.253454,587.67523,8750,0,WalkerLane,POINT (-257824.5257588717 1795620.1753636356)
598,R1780C589,1780,589,-258824.5258,1795370.1753636356,1,4.196253,4.1706963,3.2330663,2.8841445,3.8197706,1899,9.090413,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-124.198364,-72.68701,63.91162,2021.7484,1970.237,1833.6384,34.6,5.5,22,-27.145138,74.312805,75.24105,73.59965,220,2244,1787.8,2475.8,2416.3,3056.2,3760.5,1138.8,1230.9,1464.2,1.64853e-05,-28.714079,1903.9432,23751.316,5836.3086,4007.805,412279.4,1903.9432,-7.276082,707.1068,9055.385,0,WalkerLane,POINT (-258824.5257588717 1795370.1753636356)
599,R1780C590,1780,590,-258574.5258,1795370.1753636356,1,4.196253,4.1706963,3.2330663,2.8841445,3.8197706,1899,13.2343,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-122.159424,-71.83301,63.159912,2019.7095,1969.383,1834.3901,34.6,5.5,22,-26.861502,74.36857,75.30049,73.65569,220,2258.9,1855.4,2383.6,2217.9,3168.5,3627.2,1327.5,1216.8,1412.2,1.738074e-05,5.684594,2015.5645,23501.33,6082.7627,4257.3467,412119.06,2015.5645,-7.32178,587.67523,9031.196,0,WalkerLane,POINT (-258574.5257588717 1795370.1753636356)
600,R1780C591,1780,591,-258324.5258,1795370.1753636356,1,4.196253,4.1706963,3.2330663,2.8841445,3.8197706,1899,13.2343,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-120.487915,-70.94104,62.71399,2018.038,1968.4911,1834.836,34.6,5.5,22,-26.861502,74.42476,75.36049,73.71211,220,2258.9,1855.4,2383.6,2217.9,3168.5,3627.2,1327.5,1216.8,1412.2,1.738074e-05,5.684594,2015.5645,23251.344,6324.555,4506.939,411958.8,2015.5645,-7.33872,500,9013.878,0,WalkerLane,POINT (-258324.5257588717 1795370.1753636356)
601,R1780C592,1780,592,-258074.5258,1795370.1753636356,1,4.196253,4.1706963,3.1905203,2.535694,3.8197706,1899,13.2343,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-118.44177,-70.09363,61.959595,2015.9918,1967.6437,1835.5905,37.1,6.2,22.6,-26.861502,74.48135,75.42101,73.7689,220,2258.9,1855.4,2383.6,2217.9,3168.5,3627.2,1327.5,1216.8,1412.2,1.738074e-05,5.684594,1767.767,23001.36,6562.202,4756.574,411798.66,1767.767,-7.2910633,587.67523,9003.472,0,WalkerLane,POINT (-258074.5257588717 1795370.1753636356)
602,R1780C593,1780,593,-257824.5258,1795370.1753636356,1,4.196253,4.1706963,3.1905203,2.535694,3.8187702,1899,13.2343,4693.5,3950.9,5663.3,3660,5426.3,4209.1,5936.9,4654.2,6158.3,-116.775024,-69.197266,61.515503,2014.3251,1966.7473,1836.0345,37.1,6.2,22.6,-26.861502,74.53834,75.482056,73.826035,220,2258.9,1855.4,2383.6,2217.9,3168.5,3627.2,1327.5,1216.8,1412.2,1.738074e-05,5.684594,1520.6907,22751.373,6800.7354,5006.246,411638.56,1520.6907,-7.2333136,707.1068,9000,0,WalkerLane,POINT (-257824.5257588717 1795370.1753636356)
660,R1788C1028,1788,1028,-149074.5258,1793370.1753636356,1,3.985125,4.1765428,2.5969045,2.6234815,3.7804346,1229,170.85544,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-146.65662,-165.68542,-247.34253,1382.5145,1401.5433,1483.2004,36.5,13,19.5,-9.759476,89.649956,90.39391,90.195206,204,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.3405479e-05,-62.04266,11884.864,83295.41,34868.504,2061.5527,353879.4,2061.5527,-8.332716,707.1068,6670.832,0,WalkerLane,POINT (-149074.5257588717 1793370.1753636356)
661,R1788C1029,1788,1029,-148824.5258,1793370.1753636356,1,4.0106645,4.1765428,2.5969045,2.6234815,3.7804346,1217,170.85544,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-160.4364,-179.7251,-261.21912,1382.6633,1401.952,1483.446,36.5,13,19.5,-9.759476,89.65744,90.3974,90.20189,213,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.3405479e-05,-62.04266,11950.418,83545.27,34794.035,2136.001,353770.16,2136.001,-8.34773,587.67523,6619.101,0,WalkerLane,POINT (-148824.5257588717 1793370.1753636356)
662,R1788C1030,1788,1030,-148574.5258,1793370.1753636356,1,4.0106645,4.1765428,2.5969045,2.6234815,3.7804346,1212,228.34749,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-166.3584,-185.8357,-267.23718,1382.4055,1401.8828,1483.2843,36.5,13,19.5,-13.699119,89.66432,90.4003,90.207954,215,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.38456335e-05,-120.39296,12020.815,83795.14,34721.21,2236.0679,353661.03,2236.0679,-8.365148,500,6576.473,0,WalkerLane,POINT (-148574.5257588717 1793370.1753636356)
663,R1788C1031,1788,1031,-148324.5258,1793370.1753636356,1,4.0106645,4.1765428,2.5969045,2.6234815,3.7804346,1208,228.34749,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-172.1814,-191.849,-273.15723,1382.1475,1401.8151,1483.1233,36.5,13,19.5,-13.699119,89.67061,90.402596,90.2134,217,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.38456335e-05,-120.39296,12095.971,84045,34650.035,2358.4954,353552.06,2358.4954,-8.384284,587.67523,6543.126,0,WalkerLane,POINT (-148324.5257588717 1793370.1753636356)
664,R1788C1032,1788,1032,-148074.5258,1793370.1753636356,1,4.0106645,4.1683292,2.5969045,2.6234815,3.7804346,1205,228.34749,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-178.05676,-197.95459,-279.0923,1382.3815,1402.2793,1483.417,36.5,13,19.5,-13.699119,89.67628,90.4043,90.21821,217,1360.4,1194.8,1475.7,1101.1,2347.8,1618.9,1143.9,769.4,882,1.38456335e-05,-120.39296,12175.796,84294.87,34580.523,2500,353443.25,2500,-8.40464,707.1068,6519.2026,0,WalkerLane,POINT (-148074.5257588717 1793370.1753636356)
667,R1789C1028,1789,1028,-149074.5258,1793120.1753636356,1,3.985125,4.1838026,2.5969045,2.6234815,3.7804346,1230,159.44626,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-152.42249,-171.55103,-253.05115,1383.4722,1402.6007,1484.1008,36.5,13,19.5,-9.456066,89.63701,90.383835,90.18418,209,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.3405479e-05,-118.9201,12126.933,83304.04,34630.188,1820.0275,354104.25,1820.0275,-8.298372,587.67523,6914.658,0,WalkerLane,POINT (-149074.5257588717 1793120.1753636356)
668,R1789C1029,1789,1029,-148824.5258,1793120.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1217,159.44626,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-160.31897,-179.65149,-261.06665,1383.1549,1402.4874,1483.9026,36.5,13,19.5,-9.456066,89.64465,90.3875,90.19103,216,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.3405479e-05,-118.9201,12191.186,83553.875,34555.21,1903.9432,353995.06,1903.9432,-8.315689,353.5534,6864.765,0,WalkerLane,POINT (-148824.5257588717 1793120.1753636356)
669,R1789C1030,1789,1030,-148574.5258,1793120.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1213,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-168.2666,-187.82751,-269.07288,1383.389,1402.95,1484.1953,36.5,13,19.5,-13.710645,89.651695,90.390564,90.197266,217,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.38456335e-05,-144.44028,12260.2,83803.71,34481.88,2015.5645,353886.03,2015.5645,-8.336057,250,6823.672,0,WalkerLane,POINT (-148574.5257588717 1793120.1753636356)
670,R1789C1031,1789,1031,-148324.5258,1793120.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1210,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-172.68005,-192.42761,-273.5813,1383.1313,1402.8789,1484.0326,36.5,13,19.5,-13.710645,89.658134,90.39303,90.20287,218,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.38456335e-05,-144.44028,12333.896,84053.555,34410.21,2150.5813,353777.12,2150.5813,-8.358249,353.5534,6791.539,0,WalkerLane,POINT (-148324.5257588717 1793120.1753636356)
671,R1789C1032,1789,1032,-148074.5258,1793120.1753636356,1,4.0106645,4.1764083,2.5969045,2.6234815,3.7804346,1207,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-177.90027,-197.87378,-278.85876,1383.3657,1403.3392,1484.3242,36.5,13,19.5,-13.710645,89.66397,90.3949,90.207855,216,1360.4,1194.8,1475.7,1101.1,2347.8,1618.9,1143.9,769.4,882,1.38456335e-05,-144.44028,12412.191,84303.4,34340.21,2304.8862,353668.38,2304.8862,-8.38142,587.67523,6768.493,0,WalkerLane,POINT (-148074.5257588717 1793120.1753636356)
675,R1790C1028,1790,1028,-149074.5258,1792870.1753636356,1,3.985125,4.1838026,2.5969045,2.6234815,3.7804346,1234,159.44626,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-149.30713,-168.53381,-249.87756,1384.43,1403.6567,1485.0005,36.5,13,19.5,-9.456066,89.623726,90.37341,90.1728,217,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.0800138e-05,-118.9201,12369.316,83313.414,34392.043,1581.1388,354329.12,1581.1388,-8.260003,500,7158.9106,0,WalkerLane,POINT (-149074.5257588717 1792870.1753636356)
676,R1790C1029,1790,1029,-148824.5258,1792870.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1219,159.44626,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-156.6554,-175.98352,-257.286,1384.2667,1403.5948,1484.8973,36.5,13,19.5,-9.456066,89.63153,90.37724,90.17982,218,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.0800138e-05,-118.9201,12432.316,83563.23,34316.543,1677.051,354220,1677.051,-8.281041,250,7110.7314,0,WalkerLane,POINT (-148824.5257588717 1792870.1753636356)
677,R1790C1030,1790,1030,-148574.5258,1792870.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1215,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-163.95337,-183.5055,-264.64014,1384.5012,1404.0533,1485.188,36.5,13,19.5,-13.710645,89.63873,90.38048,90.18622,219,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.1255052e-05,-144.44028,12500,83813.04,34242.7,1802.7756,354111.03,1802.7756,-8.305206,0,7071.068,0,WalkerLane,POINT (-148574.5257588717 1792870.1753636356)
678,R1790C1031,1790,1031,-148324.5258,1792870.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1213,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-168.28369,-188.01794,-269.06287,1384.244,1403.9783,1485.0232,36.5,13,19.5,-13.710645,89.64533,90.38312,90.191986,218,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.1255052e-05,-144.44028,12572.291,84062.85,34170.527,1952.5624,354002.22,1952.5624,-8.331263,250,7040.064,0,WalkerLane,POINT (-148324.5257588717 1792870.1753636356)
679,R1790C1032,1790,1032,-148074.5258,1792870.1753636356,1,4.0106645,4.1764083,2.5969045,2.6234815,3.7804346,1208,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-175.32007,-195.27576,-276.15405,1384.4788,1404.4344,1485.3127,36.5,13,19.5,-13.710645,89.65131,90.38515,90.19713,216,1360.4,1194.8,1475.7,1101.1,2347.8,1618.9,1143.9,769.4,882,1.1255052e-05,-144.44028,12649.11,84312.664,34100.035,2121.3203,353893.53,2121.3203,-8.357984,500,7017.8345,0,WalkerLane,POINT (-148074.5257588717 1792870.1753636356)
683,R1791C1028,1791,1028,-149074.5258,1792620.1753636356,1,3.985125,4.1838026,2.5969045,2.6234815,3.7804346,1243,159.44626,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-143.3374,-162.57288,-243.80945,1385.5619,1404.7974,1486.0339,36.5,13,19.5,-9.456066,89.610115,90.362656,90.16106,214,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.0800138e-05,-118.9201,12611.998,83323.54,34154.062,1346.2913,354554.03,1346.2913,-8.21672,587.67523,7403.5464,0,WalkerLane,POINT (-149074.5257588717 1792620.1753636356)
684,R1791C1029,1791,1029,-148824.5258,1792620.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1228,159.44626,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-144.18713,-163.61401,-244.76562,1385.2435,1404.6704,1485.822,36.5,13,19.5,-9.456066,89.61807,90.36665,90.168236,213,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.0800138e-05,-118.9201,12673.792,83573.32,34078.035,1457.7379,354445,1457.7379,-8.242959,353.5534,7356.9697,0,WalkerLane,POINT (-148824.5257588717 1792620.1753636356)
685,R1791C1030,1791,1030,-148574.5258,1792620.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1223,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-159.7428,-179.39697,-260.38672,1385.4741,1405.1283,1486.118,36.5,13,19.5,-13.710645,89.62543,90.37005,90.174805,216,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.1255052e-05,-144.44028,12740.192,83823.1,34003.676,1600.781,354336.1,1600.781,-8.272659,250,7318.6406,0,WalkerLane,POINT (-148574.5257588717 1792620.1753636356)
686,R1791C1031,1791,1031,-148324.5258,1792620.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1218,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-167.37683,-187.20349,-268.10168,1385.2203,1405.047,1485.9452,36.5,13,19.5,-13.710645,89.63218,90.372856,90.18074,216,1350.4,1229.1,1417.4,1290.4,2179,1522.7,1247.5,744.1,858.5,1.1255052e-05,-144.44028,12811.128,84072.88,33930.996,1767.767,354227.34,1767.767,-8.303664,353.5534,7288.69,0,WalkerLane,POINT (-148324.5257588717 1792620.1753636356)
687,R1791C1032,1791,1032,-148074.5258,1792620.1753636356,1,4.0106645,4.1764083,2.5969045,2.6234815,3.7804346,1213,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-174.69128,-194.6919,-275.49792,1384.9667,1404.9673,1485.7733,36.5,13,19.5,-13.710645,89.63832,90.375046,90.18604,217,1360.4,1194.8,1475.7,1101.1,2347.8,1618.9,1143.9,769.4,882,1.1255052e-05,-144.44028,12886.524,84322.67,33860.008,1952.5624,354118.72,1952.5624,-8.334633,587.67523,7267.2207,0,WalkerLane,POINT (-148074.5257588717 1792620.1753636356)
690,R1792C1028,1792,1028,-149074.5258,1792370.1753636356,1,3.985125,4.1838026,2.5969045,2.6234815,3.7804346,1249,159.44626,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-137.84265,-157.20166,-238.29724,1386.5062,1405.8652,1486.9608,36.5,13,19.5,-9.456066,89.59617,90.351555,90.14896,214,1374.5,1305.8,1470.5,1641.5,2596.5,1621.9,1368.6,804.5,843.3,1.0800138e-05,-118.9201,12854.96,83334.414,33916.258,1118.0339,354778.97,1118.0339,-8.167388,707.1068,7648.5293,0,WalkerLane,POINT (-149074.5257588717 1792370.1753636356)
691,R1792C1029,1792,1029,-148824.5258,1792370.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1230,159.44626,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-150.11584,-169.65503,-250.66492,1386.2124,1405.7516,1486.7615,36.5,13,19.5,-9.456066,89.60428,90.35571,90.1563,213,1374.5,1305.8,1470.5,1641.5,2596.5,1621.9,1368.6,804.5,843.3,1.0800138e-05,-118.9201,12915.592,83584.164,33839.695,1250,354670,1250,-8.201852,587.67523,7603.453,0,WalkerLane,POINT (-148824.5257588717 1792370.1753636356)
692,R1792C1030,1792,1030,-148574.5258,1792370.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1224,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-159.89905,-179.60767,-260.52734,1385.9584,1405.667,1486.5867,36.5,13,19.5,-13.710645,89.611786,90.35928,90.16303,214,1374.5,1305.8,1470.5,1641.5,2596.5,1621.9,1368.6,804.5,843.3,1.1255052e-05,-144.44028,12980.755,83833.914,33764.812,1414.2136,354561.2,1414.2136,-8.239095,500,7566.373,0,WalkerLane,POINT (-148574.5257588717 1792370.1753636356)
693,R1792C1031,1792,1031,-148324.5258,1792370.1753636356,1,4.0106645,4.1838026,2.5969045,2.6234815,3.7804346,1219,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-164.16748,-184.0144,-264.8192,1386.3158,1406.1627,1486.9675,36.5,13,19.5,-13.710645,89.6187,90.36225,90.16913,216,1374.5,1305.8,1470.5,1641.5,2596.5,1621.9,1368.6,804.5,843.3,1.1255052e-05,-144.44028,13050.383,84083.664,33691.617,1600.781,354452.47,1600.781,-8.276267,587.67523,7537.4067,0,WalkerLane,POINT (-148324.5257588717 1792370.1753636356)
694,R1792C1032,1792,1032,-148074.5258,1792370.1753636356,1,4.0106645,4.1764083,2.5969045,2.6234815,3.7804346,1214,246.3094,3414.2,3878.3,3195.1,3284.9,6266.4,2583.3,1643.1,3793.8,4488.5,-172.08142,-192.09839,-272.81262,1386.0619,1406.0789,1486.7931,36.5,13,19.5,-13.710645,89.62499,90.36461,90.17459,218,1323.9,1333.4,1525.1,1387.3,2453.2,1763.6,1268.8,805.3,908.6,1.1255052e-05,-144.44028,13124.404,84333.414,33620.12,1767.767,354343.94,1767.767,-8.307239,707.1068,7516.648,0,WalkerLane,POINT (-148074.5257588717 1792370.1753636356)
709,R1798C571,1798,571,-263324.5258,1790870.1753636356,1,3.9807775,4.148947,2.7589748,2.8841445,3.8232808,1899,4.674335,3132.1,2216.1,3177.2,2012.2,2085.3,2124.6,4937.1,2602.1,3824.5,-146.72388,-84.01318,69.93335,2044.2739,1981.5632,1827.6167,31.7,3,20.6,-32.593666,72.29547,73.126686,71.5819,220,1652,1473,2175.4,1970.1,1948.6,3372.9,1001.2,1082.4,1450.3,1.2431009e-05,-63.09313,2549.5098,28527.398,2761.3403,250,418618.62,250,-6.6442056,707.1068,14577.38,0,WalkerLane,POINT (-263324.5257588717 1790870.1753636356)
710,R1798C572,1798,572,-263074.5258,1790870.1753636356,1,3.9807775,4.148947,2.7589748,2.8841445,3.8232808,1899,4.674335,2812,2017.5,3355.6,1957.4,2865.9,2786.6,4219.1,2408,3407.9,-145.80334,-83.91321,68.95154,2043.3534,1981.4633,1828.5985,31.7,3,20.6,-32.593666,72.34381,73.1759,71.63134,220,1652,1473,2175.4,1970.1,1948.6,3372.9,1001.2,1082.4,1450.3,1.2431009e-05,-63.09313,2304.8862,28277.64,3010.3987,0,418458.03,0,-6.252056,587.67523,14484.906,0,WalkerLane,POINT (-263074.5257588717 1790870.1753636356)
711,R1798C573,1798,573,-262824.5258,1790870.1753636356,1,3.9807775,4.148947,2.7589748,2.8841445,3.8232808,1899,4.674335,2812,2017.5,3355.6,1957.4,2865.9,2786.6,4219.1,2408,3407.9,-144.68921,-83.70972,68.047,2042.2393,1981.2598,1829.503,31.7,3,20.6,-32.593666,72.392815,73.22595,71.68137,220,1652,1473,2175.4,1970.1,1948.6,3372.9,1001.2,1082.4,1450.3,1.2431009e-05,-63.09313,2061.5527,28027.889,3259.6013,250,418297.53,250,-6.553732,500,14396.18,0,WalkerLane,POINT (-262824.5257588717 1790870.1753636356)
712,R1798C574,1798,574,-262574.5258,1790870.1753636356,1,3.9807775,4.148947,2.7589748,2.8841445,3.8232808,1899,4.3890753,2812,2017.5,3355.6,1957.4,2865.9,2786.6,4219.1,2408,3407.9,-143.29102,-83.43799,66.89026,2040.8411,1980.988,1830.6598,31.7,3,20.6,-31.943943,72.44247,73.27682,71.732,220,1751.6,1406.8,2151.4,1918.4,2191.4,3211.3,971.4,1120.1,1400,1.3433639e-05,-63.06002,1820.0275,27778.139,3508.9172,500,418137.1,500,-6.6730433,587.67523,14311.271,0,WalkerLane,POINT (-262574.5257588717 1790870.1753636356)
713,R1798C575,1798,575,-262324.5258,1790870.1753636356,1,3.9807775,4.148947,2.7589748,2.8841445,3.8232808,1899,4.3890753,2812,2017.5,3355.6,1957.4,2865.9,2786.6,4219.1,2408,3407.9,-141.98169,-83.1311,66.06348,2039.5317,1980.6812,1831.4866,31.7,3,20.6,-31.943943,72.49276,73.328476,71.7832,220,1751.6,1406.8,2151.4,1918.4,2191.4,3211.3,971.4,1120.1,1400,1.3433639e-05,-63.06002,1581.1388,27528.395,3758.324,750,417976.75,750,-6.711975,707.1068,14230.249,0,WalkerLane,POINT (-262324.5257588717 1790870.1753636356)
716,R1799C571,1799,571,-263324.5258,1790620.1753636356,1,3.9807775,4.148947,2.7589748,2.8841445,3.8232808,1899,4.674335,3132.1,2216.1,3177.2,2012.2,2085.3,2124.6,4937.1,2602.1,3824.5,-146.72046,-84.05945,69.59216,2044.2705,1981.6095,1827.9579,31.7,3,20.6,-32.593666,72.23334,73.061386,71.52052,220,1652,1473,2175.4,1970.1,1948.6,3372.9,1001.2,1082.4,1450.3,1.2431009e-05,-63.09313,2610.0767,28539.447,2795.085,353.5534,418810.22,353.5534,-6.743284,587.67523,14809.203,0,WalkerLane,POINT (-263324.5257588717 1790620.1753636356)
717,R1799C572,1799,572,-263074.5258,1790620.1753636356,1,3.9807775,4.148947,2.7589748,2.8841445,3.8232808,1899,4.674335,2812,2017.5,3355.6,1957.4,2865.9,2786.6,4219.1,2408,3407.9,-145.79504,-84.02124,68.26306,2043.3451,1981.5713,1829.287,31.7,3,20.6,-32.593666,72.28183,73.110756,71.5701,220,1652,1473,2175.4,1970.1,1948.6,3372.9,1001.2,1082.4,1450.3,1.2431009e-05,-63.09313,2371.7083,28289.795,3041.3813,250,418649.7,250,-6.6167297,353.5534,14718.186,0,WalkerLane,POINT (-263074.5257588717 1790620.1753636356)
