,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_hgm_conus117_250m_tif_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,NegSite_Distance,PosSite_Distance,id,col1,geometry
136,R1475C782,1475,782,-210574.5258,1871620.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1577,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,151.35693,140.2378,136.6333,1494.5856,1505.7047,1509.3092,35.2,11.3,18.5,-7.0427194,86.25971,88.029305,85.591805,55,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-221.48608,3500,46532.918,26754.672,4911.7207,323054.28,3500,-7.794484,500,16048.754,0,WalkerLane,POINT (-210574.5257588717 1871620.1753636356)
137,R1475C783,1475,783,-210324.5258,1871620.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1564,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,77.815796,66.847046,63.40381,1494.0734,1505.0421,1508.4854,35.2,11.3,18.5,-7.0427194,86.25803,88.02588,85.5818,70,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-221.48608,3250,46717.234,26760.512,4670.3853,322886.97,3250,-7.7585397,250,16070.158,0,WalkerLane,POINT (-210324.5257588717 1871620.1753636356)
138,R1475C784,1475,784,-210074.5258,1871620.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.046101,1500,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-15.78186,-27.224243,-30.509644,1492.8268,1504.2692,1507.5546,34.8,11.3,18.5,-7.0427194,86.25656,88.02258,85.572,79,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-221.48608,3000,46902.16,26768.686,4430.011,322719.78,3000,-7.719536,0,16095.419,0,WalkerLane,POINT (-210074.5257588717 1871620.1753636356)
139,R1475C785,1475,785,-209824.5258,1871620.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.0417323,1379,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-99.11157,-111.03418,-114.1593,1491.5773,1503.4999,1506.625,34.8,11.3,18.5,-7.0427194,86.255295,88.01941,85.562386,254,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-221.48608,2750,47087.684,26779.19,4190.7637,322552.72,2750,-7.676854,250,16124.516,0,WalkerLane,POINT (-209824.5257588717 1871620.1753636356)
140,R1475C786,1475,786,-209574.5258,1871620.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.0417323,1466,265.4425,627,689.9,605.7,412.3,510.3,423.2,862.5,915.3,893,-57.740967,-69.50342,-72.47095,1491.0695,1502.8319,1505.7994,34.8,11.3,18.5,-8.218283,86.25425,88.01637,85.55298,242,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.493863e-05,-182.89938,2500,47273.805,26792.023,3952.8472,322385.75,2500,-7.6298447,500,16157.429,0,WalkerLane,POINT (-209574.5257588717 1871620.1753636356)
144,R1476C782,1476,782,-210574.5258,1871370.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1500,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,34.96167,25.078857,21.485718,1496.049,1505.9318,1509.5249,35.2,11.3,18.5,-7.0427194,86.29481,88.064415,85.61312,136,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-221.48608,3508.9172,46364.047,27004.629,4854.122,323240.03,3508.9172,-7.793479,587.67523,16298.006,0,WalkerLane,POINT (-210574.5257588717 1871370.1753636356)
145,R1476C783,1476,783,-210324.5258,1871370.1753636356,1,4.1377172,4.3226933,3.1279519,3.0310647,4.046101,1465,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-3.9761963,-14.31897,-17.7594,1494.8086,1505.1514,1508.5918,35.2,11.3,18.5,-7.0427194,86.293434,88.06127,85.60333,192,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-221.48608,3259.6013,46549.035,27010.414,4609.7725,323072.84,3259.6013,-7.757749,353.5534,16319.084,0,WalkerLane,POINT (-210324.5257588717 1871370.1753636356)
146,R1476C784,1476,784,-210074.5258,1871370.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.046101,1435,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-48.79651,-58.97119,-62.256836,1494.3044,1504.4791,1507.7648,34.8,11.3,18.5,-7.0427194,86.29226,88.05825,85.593735,161,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-221.48608,3010.3987,46734.625,27018.512,4366.0625,322905.75,3010.3987,-7.7189875,250,16343.959,0,WalkerLane,POINT (-210074.5257588717 1871370.1753636356)
147,R1476C785,1476,785,-209824.5258,1871370.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.0417323,1420,177.52863,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-91.46228,-102.10315,-105.233765,1493.0613,1503.7021,1506.8328,34.8,11.3,18.5,-7.0427194,86.29129,88.05536,85.58433,251,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-221.48608,2761.3403,46920.812,27028.92,4123.1055,322738.78,2761.3403,-7.6765833,353.5534,16372.614,0,WalkerLane,POINT (-209824.5257588717 1871370.1753636356)
148,R1476C786,1476,786,-209574.5258,1871370.1753636356,1,4.1377172,4.3226933,3.1279519,2.8462985,4.0417323,1519,265.4425,627,689.9,605.7,412.3,510.3,423.2,862.5,915.3,893,-22.194092,-32.423706,-35.480835,1493.1832,1503.4128,1506.47,34.8,11.3,18.5,-8.218283,86.290535,88.0526,85.57513,252,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.493863e-05,-182.89938,2512.469,47107.59,27041.635,3881.0437,322571.9,2512.469,-7.629861,587.67523,16405.03,0,WalkerLane,POINT (-209574.5257588717 1871370.1753636356)
151,R1477C782,1477,782,-210574.5258,1871120.1753636356,1,4.289134,4.3150034,3.1279519,3.0310647,4.046101,1518,142.2501,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,15.280762,6.861328,3.2041016,1498.1312,1506.5507,1510.2079,35.2,11.3,18.5,-6.781601,86.3298,88.099396,85.634544,238,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-196.64943,3535.534,46195.914,27254.586,4808.846,323425.9,3535.534,-7.7952795,707.1068,16547.281,0,WalkerLane,POINT (-210574.5257588717 1871120.1753636356)
152,R1477C783,1477,783,-210324.5258,1871120.1753636356,1,4.289134,4.3150034,3.1279519,3.0310647,4.046101,1572,142.2501,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,36.374878,27.512817,24.001953,1496.8987,1505.7607,1509.2716,35.2,11.3,18.5,-6.781601,86.328735,88.096535,85.62497,204,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-196.64943,3288.2366,46381.57,27260.318,4562.072,323258.8,3288.2366,-7.7601748,587.67523,16568.041,0,WalkerLane,POINT (-210324.5257588717 1871120.1753636356)
153,R1477C784,1477,784,-210074.5258,1871120.1753636356,1,4.289134,4.3150034,3.1279519,2.8462985,4.046101,1574,142.2501,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,57.782715,49.105957,45.74353,1496.4023,1505.0791,1508.4415,34.8,11.3,18.5,-6.781601,86.327866,88.093796,85.61558,135,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-196.64943,3041.3813,46567.83,27268.342,4315.669,323091.8,3041.3813,-7.7220306,500,16592.543,0,WalkerLane,POINT (-210074.5257588717 1871120.1753636356)
154,R1477C785,1477,785,-209824.5258,1871120.1753636356,1,4.289134,4.3150034,3.1279519,2.8462985,4.0417323,1469,142.2501,890.5,651.8,553.7,581.8,419.7,401.3,923.4,1090.1,787.1,-53.291992,-62.417603,-65.63147,1495.167,1504.2926,1507.5065,34.8,11.3,18.5,-6.781601,86.3272,88.09119,85.606384,250,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.5886926e-05,-196.64943,2795.085,46754.68,27278.654,4069.705,322924.9,2795.085,-7.6805534,587.67523,16620.77,0,WalkerLane,POINT (-209824.5257588717 1871120.1753636356)
155,R1477C786,1477,786,-209574.5258,1871120.1753636356,1,4.289134,4.3150034,3.1279519,2.8462985,4.0417323,1543,234.60089,627,689.9,605.7,412.3,510.3,423.2,862.5,915.3,893,31.629883,22.698975,19.630127,1494.6749,1503.6058,1506.6747,34.8,11.3,18.5,-7.346082,86.326744,88.08869,85.59739,246,648,1041,1373,894.3,1146.3,1554,668.1,774,854,3.493863e-05,-190.25429,2549.5098,46942.117,27291.254,3824.2646,322758.12,2549.5098,-7.6349554,707.1068,16652.703,0,WalkerLane,POINT (-209574.5257588717 1871120.1753636356)
170,R1502C642,1502,642,-245574.5258,1864870.1753636356,1,4.209284,4.351428,2.9387238,2.11358,4.05933,1747,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,95.47803,93.97058,102.71924,1652.5852,1654.0927,1645.344,33,10.8,17.2,-18.479567,85.95847,87.80126,85.70309,189,1862,1208.7,1639.4,1778.9,1536.7,1441.2,637.8,780.9,1268.8,1.3251172e-05,-81.59862,12905.909,24761.361,4190.7637,1677.051,352150.53,1677.051,-7.756687,707.1068,32268.406,0,WalkerLane,POINT (-245574.5257588717 1864870.1753636356)
171,R1502C643,1502,643,-245324.5258,1864870.1753636356,1,4.209284,4.351428,2.9387238,2.11358,4.05933,1736,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,81.48108,80.20288,88.599365,1651.4783,1652.7565,1644.36,33,10.8,17.2,-18.479567,85.99108,87.8431,85.740845,197,1862,1208.7,1639.4,1778.9,1536.7,1441.2,637.8,780.9,1268.8,1.3251172e-05,-81.59862,12693.502,24755.05,4430.011,1457.7379,351972.38,1457.7379,-7.7055416,587.67523,32215.098,0,WalkerLane,POINT (-245324.5257588717 1864870.1753636356)
172,R1502C644,1502,644,-245074.5258,1864870.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.05933,1708,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,63.74414,62.19763,70.48804,1650.9729,1652.5194,1644.229,33,10.8,17.2,-18.479567,86.02336,87.884445,85.77815,202,1862,1208.7,1639.4,1778.9,1536.7,1441.2,637.8,780.9,1268.8,1.3251172e-05,-81.59862,12482.487,24751.262,4500,1250,351794.34,1250,-7.6503544,500,32163.645,0,WalkerLane,POINT (-245074.5257588717 1864870.1753636356)
173,R1502C645,1502,645,-244824.5258,1864870.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.0417156,1705,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,53.22705,51.909546,59.85742,1649.8635,1651.181,1643.2332,33,10.8,17.2,-18.479567,86.05529,87.92527,85.814995,224,1862,1208.7,1639.4,1778.9,1536.7,1441.2,637.8,780.9,1268.8,1.3251172e-05,-81.59862,12272.9375,24750,4250,1060.6602,351616.34,1060.6602,-7.591384,587.67523,32114.055,0,WalkerLane,POINT (-244824.5257588717 1864870.1753636356)
174,R1502C646,1502,646,-244574.5258,1864870.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.0417156,1730,60.70272,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,78.56384,77.08679,84.78833,1648.787,1650.264,1642.5625,33,10.8,17.2,-15.437626,86.086845,87.96556,85.85133,234,1562.2,1184.9,1539.7,1628.9,1564.2,1487.3,718.2,820.5,1258.7,9.126212e-06,119.617546,12064.929,24751.262,4000,901.3878,351438.47,901.3878,-7.5330954,707.1068,32066.338,0,WalkerLane,POINT (-244574.5257588717 1864870.1753636356)
177,R1503C642,1503,642,-245574.5258,1864620.1753636356,1,4.209284,4.351428,2.9387238,2.11358,4.05933,1711,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,68.591675,66.249146,75.35925,1653.3263,1655.6688,1646.5587,33,10.8,17.2,-18.479567,85.95763,87.80106,85.69762,206,1862,1208.7,1639.4,1778.9,1536.7,1441.2,637.8,780.9,1268.8,1.3251172e-05,-81.59862,13038.405,24511.477,4272.002,1802.7756,352325.94,1802.7756,-7.781704,587.67523,32024.404,0,WalkerLane,POINT (-245574.5257588717 1864620.1753636356)
178,R1503C643,1503,643,-245324.5258,1864620.1753636356,1,4.209284,4.351428,2.9387238,2.11358,4.05933,1709,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,68.31787,66.186646,74.92859,1652.1842,1654.3154,1645.5735,33,10.8,17.2,-18.479567,85.99031,87.842964,85.7354,209,1862,1208.7,1639.4,1778.9,1536.7,1441.2,637.8,780.9,1268.8,1.3251172e-05,-81.59862,12828.191,24505.102,4506.939,1600.781,352147.88,1600.781,-7.7376833,353.5534,31970.69,0,WalkerLane,POINT (-245324.5257588717 1864620.1753636356)
179,R1503C644,1503,644,-245074.5258,1864620.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.05933,1704,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,57.025024,54.75122,63.227417,1651.1503,1653.4241,1644.9479,33,10.8,17.2,-18.479567,86.02266,87.88438,85.772736,200,1862,1208.7,1639.4,1778.9,1536.7,1441.2,637.8,780.9,1268.8,1.3251172e-05,-81.59862,12619.43,24501.275,4506.939,1414.2136,351969.9,1414.2136,-7.6920834,250,31918.842,0,WalkerLane,POINT (-245074.5257588717 1864620.1753636356)
180,R1503C645,1503,645,-244824.5258,1864620.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.0417156,1701,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,48.947876,46.88562,55.011353,1650.0048,1652.067,1643.9413,33,10.8,17.2,-18.479567,86.05466,87.92528,85.8096,226,1862,1208.7,1639.4,1778.9,1536.7,1441.2,637.8,780.9,1268.8,1.3251172e-05,-81.59862,12412.191,24500,4257.3467,1250,351792.03,1250,-7.6465583,353.5534,31868.871,0,WalkerLane,POINT (-244824.5257588717 1864620.1753636356)
181,R1503C646,1503,646,-244574.5258,1864620.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.0417156,1722,60.70272,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,72.34473,70.49451,78.28613,1648.8567,1650.7069,1642.9153,33,10.8,17.2,-15.437626,86.08629,87.96564,85.84597,232,1562.2,1184.9,1539.7,1628.9,1564.2,1487.3,718.2,820.5,1258.7,9.126212e-06,119.617546,12206.556,24501.275,4007.805,1118.0339,351614.22,1118.0339,-7.6046886,587.67523,31820.787,0,WalkerLane,POINT (-244574.5257588717 1864620.1753636356)
185,R1504C642,1504,642,-245574.5258,1864370.1753636356,1,4.209284,4.351428,2.9387238,2.11358,4.05933,1718,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,60.055542,57.009277,66.32556,1653.5493,1656.5956,1647.2793,33,10.8,17.2,-18.479567,85.95651,87.80056,85.691895,212,2220.4,1196.4,1615.8,1801.7,1638.2,1471.6,667.9,774.4,1278.5,1.3251172e-05,-81.59862,13174.3125,24261.596,4366.0625,1952.5624,352501.4,1952.5624,-7.8093576,500,31780.498,0,WalkerLane,POINT (-245574.5257588717 1864370.1753636356)
186,R1504C643,1504,643,-245324.5258,1864370.1753636356,1,4.209284,4.351428,2.9387238,2.11358,4.05933,1708,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,52.918335,50.0791,59.025757,1652.4,1655.2393,1646.2926,33,10.8,17.2,-18.479567,85.989265,87.84254,85.729706,213,2220.4,1196.4,1615.8,1801.7,1638.2,1471.6,667.9,774.4,1278.5,1.3251172e-05,-81.59862,12966.303,24255.154,4596.194,1767.767,352323.44,1767.767,-7.77164,250,31726.37,0,WalkerLane,POINT (-245324.5257588717 1864370.1753636356)
187,R1504C644,1504,644,-245074.5258,1864370.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.05933,1698,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,53.935425,51.305298,59.882935,1651.2542,1653.8843,1645.3066,33,10.8,17.2,-18.479567,86.02169,87.88402,85.767075,206,2220.4,1196.4,1615.8,1801.7,1638.2,1471.6,667.9,774.4,1278.5,1.3251172e-05,-81.59862,12759.8,24251.29,4527.6924,1600.781,352145.56,1600.781,-7.733968,0,31674.121,0,WalkerLane,POINT (-245074.5257588717 1864370.1753636356)
188,R1504C645,1504,645,-244824.5258,1864370.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.0417156,1700,100.149536,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,42.06775,39.184204,47.686646,1650.7806,1653.6642,1645.1617,33,10.8,17.2,-18.479567,86.05376,87.92498,85.80396,224,2220.4,1196.4,1615.8,1801.7,1638.2,1471.6,667.9,774.4,1278.5,1.3251172e-05,-81.59862,12554.88,24250,4279.3105,1457.7379,351967.78,1457.7379,-7.6980877,250,31623.766,0,WalkerLane,POINT (-244824.5257588717 1864370.1753636356)
189,R1504C646,1504,646,-244574.5258,1864370.1753636356,1,4.209284,4.3528237,2.9387238,3.0313814,4.0417156,1713,60.70272,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,66.95996,64.283325,72.45007,1649.6234,1652.3,1644.1333,33,10.8,17.2,-15.437626,86.08546,87.96541,85.84036,228,1835,1227.2,1540.1,1725.9,1558.4,1492.3,706.6,787.1,1284.7,9.126212e-06,119.617546,12351.619,24251.29,4031.129,1346.2913,351790.06,1346.2913,-7.666689,500,31575.307,0,WalkerLane,POINT (-244574.5257588717 1864370.1753636356)
193,R1505C642,1505,642,-245574.5258,1864120.1753636356,1,4.1950593,4.3340163,2.9387238,2.11358,4.05933,1725,148.83438,968.4,840,1515.6,641.5,630.9,1320.7,1736,1289.6,1841,74.87036,71.36975,80.97424,1654.2372,1657.7378,1648.1333,33,10.8,17.2,-18.721296,85.955124,87.79977,85.685936,194,2220.4,1196.4,1615.8,1801.7,1638.2,1471.6,667.9,774.4,1278.5,1.3251172e-05,-102.66729,13313.527,24011.717,4472.1357,2121.3203,352677,2121.3203,-7.8380265,587.67523,31536.686,0,WalkerLane,POINT (-245574.5257588717 1864120.1753636356)
